Student Id,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
3690,1.0,1.0,1.0,9670.0,1.0,1.0,133.1,1.0,,1.0,1.0,7.0,155.0,0.0,0.0,,1.0,0.0,unidentified,22.0,0.0,0.0,5.0,6.0,3.0,11.333333333333334,0.0,0.0,5.0,5.0,,0.0,0.0,9.4,-0.8,-3.12
2585,1.0,1.0,1.0,9070.0,1.0,1.0,117.0,1.0,1.0,1.0,3.0,9.0,118.4,0.0,,0.0,unidentified,1.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,11.833333333333334,0.0,0.0,6.0,unidentified,4.0,10.75,2.0,,,-0.92
5241,1.0,1.0,1.0,171.0,1.0,1.0,162.0,1.0,37.0,37.0,9.0,9.0,142.8,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7
2972,1.0,1.0,3.0,9500.0,1.0,1.0,135.0,1.0,1.0,37.0,7.0,7.0,120.5,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,8.0,11.0,7.0,13.258571428571427,0.0,0.0,8.0,11.0,,13.258571428571427,0.0,unidentified,1.4,1.74
2003,2.0,39.0,1.0,8014.0,,unidentified,120.0,1.0,37.0,37.0,9.0,9.0,117.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,6.0,7.0,6.0,12.833333333333334,0.0,0.0,not known,8.0,6.0,12.857142857142858,0.0,12.4,0.5,1.79
3007,1.0,7.0,1.0,9119.0,1.0,1.0,140.8,1.0,34.0,34.0,0.0,0.0,134.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32
9857,1.0,17.0,1.0,9119.0,1.0,1.0,132.0,1.0,37.0,37.0,9.0,6.0,119.4,1.0,0.0,0.0,,1.0,,21.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32
3327,1.0,,1.0,9003.0,1.0,19.0,133.1,1.0,37.0,38.0,4.0,9.0,110.0,0.0,,1.0,,0.0,0.0,40.0,0.0,0.0,6.0,12.0,5.0,12.8,0.0,0.0,6.0,16.0,3.0,13.333333333333334,0.0,11.1,0.6,2.02
5235,1.0,17.0,1.0,171.0,1.0,1.0,not known,1.0,1.0,1.0,4.0,10.0,134.7,,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74
3969,1.0,1.0,1.0,9085.0,1.0,1.0,111.0,1.0,1.0,38.0,5.0,9.0,107.5,0.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,6.0,9.0,6.0,13.833333333333334,0.0,0.0,6.0,12.0,not recorded,13.666666666666666,0.0,11.1,0.6,2.02
5150,1.0,1.0,2.0,9991.0,0.0,1.0,123.0,1.0,1.0,3.0,4.0,2.0,113.2,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,5.0,7.0,3.0,11.666666666666666,0.0,0.0,5.0,8.0,2.0,10.5,2.0,7.6,2.6,0.32
7440,1.0,1.0,,9147.0,1.0,1.0,139.0,1.0,19.0,12.0,4.0,4.0,125.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,5.0,8.0,3.0,12.333333333333334,0.0,0.0,,7.0,4.0,unidentified,0.0,7.6,2.6,0.32
3117,1.0,1.0,1.0,171.0,1.0,,140.0,1.0,19.0,19.0,1.0,1.0,129.5,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74
6294,1.0,39.0,1.0,9556.0,1.0,1.0,133.1,1.0,44.0,40.0,2.0,2.0,not recorded,0.0,0.0,0.0,,0.0,0.0,36.0,0.0,0.0,7.0,13.0,5.0,12.2,0.0,0.0,7.0,14.0,3.0,11.4,0.0,11.1,0.6,2.02
5390,1.0,1.0,1.0,9238.0,1.0,1.0,133.1,1.0,19.0,1.0,1.0,3.0,101.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06
4910,1.0,,1.0,9238.0,1.0,1.0,108.0,1.0,19.0,38.0,9.0,7.0,110.5,1.0,0.0,0.0,1.0,0.0,1.0,22.0,0.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,0.0,6.0,6.0,6.0,12.5,0.0,12.4,0.5,1.79
8761,1.0,1.0,3.0,9773.0,1.0,1.0,121.0,1.0,19.0,38.0,9.0,7.0,113.0,,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,13.833333333333334,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,11.1,0.6,2.02
8332,1.0,43.0,1.0,9670.0,1.0,1.0,130.0,1.0,34.0,34.0,0.0,0.0,114.8,0.0,0.0,0.0,1.0,,0.0,25.0,0.0,0.0,5.0,5.0,4.0,13.75,0.0,0.0,5.0,5.0,4.0,14.75,0.0,7.6,2.6,0.32
7256,5.0,39.0,1.0,9119.0,1.0,1.0,120.0,1.0,37.0,37.0,9.0,,116.0,0.0,0.0,1.0,1.0,1.0,,,0.0,0.0,5.0,14.0,1.0,17.0,0.0,0.0,5.0,10.0,2.0,11.0,0.0,9.4,-0.8,-3.12
6503,1.0,1.0,4.0,,1.0,1.0,170.0,1.0,3.0,3.0,2.0,2.0,165.8,1.0,0.0,0.0,,1.0,0.0,18.0,0.0,0.0,6.0,7.0,6.0,14.5,0.0,0.0,6.0,,6.0,15.166666666666666,0.0,9.4,-0.8,-3.12
6374,3.0,17.0,1.0,9238.0,1.0,1.0,138.0,1.0,37.0,37.0,9.0,9.0,133.5,1.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,,6.0,8.0,3.0,10.2,0.0,0.0,6.0,13.0,4.0,12.25,0.0,not recorded,3.7,-1.7
1384,1.0,1.0,,9773.0,1.0,1.0,141.0,1.0,38.0,38.0,9.0,9.0,128.4,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,15.5,0.0,0.0,6.0,6.0,6.0,14.0,0.0,,0.6,2.02
7236,1.0,1.0,2.0,9085.0,1.0,1.0,127.0,1.0,38.0,37.0,5.0,7.0,123.9,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,9.0,4.0,13.0,0.0,0.0,5.0,8.0,5.0,13.142857142857142,0.0,10.8,1.4,1.74
8944,1.0,39.0,1.0,9254.0,1.0,39.0,137.0,,1.0,1.0,5.0,10.0,124.5,0.0,0.0,0.0,0.0,1.0,,26.0,0.0,0.0,not recorded,0.0,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92
2062,1.0,1.0,1.0,9670.0,1.0,1.0,126.0,1.0,37.0,19.0,7.0,7.0,125.7,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,9.0,6.0,13.571428571428571,,0.0,6.0,10.0,5.0,13.6,0.0,15.5,not known,-4.06
5402,1.0,17.0,unidentified,9500.0,1.0,1.0,136.0,1.0,19.0,38.0,5.0,8.0,130.3,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,7.0,6.0,12.6,0.0,0.0,7.0,7.0,6.0,12.6,0.0,7.6,2.6,0.32
9934,1.0,17.0,4.0,9500.0,1.0,1.0,132.0,1.0,38.0,19.0,5.0,7.0,125.5,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,8.0,6.0,13.579999999999998,0.0,0.0,8.0,8.0,8.0,12.93625,0.0,15.5,2.8,-4.06
8170,1.0,7.0,1.0,9119.0,1.0,3.0,120.0,1.0,19.0,19.0,1.0,1.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,0.0,1.0,5.0,7.0,1.0,13.0,0.0,2.0,5.0,5.0,2.0,14.0,0.0,12.7,3.7,-1.7
1981,1.0,44.0,1.0,9003.0,1.0,39.0,130.0,1.0,3.0,3.0,7.0,1.0,130.0,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,12.0,4.0,not known,0.0,0.0,6.0,11.0,5.0,11.5,0.0,15.5,2.8,-4.06
9252,1.0,17.0,,9119.0,1.0,1.0,135.0,,38.0,37.0,5.0,7.0,126.6,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,7.0,4.0,,0.0,0.0,5.0,10.0,3.0,13.0,3.0,7.6,2.6,0.32
9154,1.0,17.0,2.0,9238.0,1.0,1.0,130.0,1.0,19.0,19.0,9.0,9.0,127.6,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,11.666666666666666,0.0,0.0,6.0,8.0,5.0,13.2,0.0,11.1,0.6,2.02
7013,1.0,1.0,1.0,9254.0,1.0,1.0,152.0,1.0,37.0,19.0,9.0,9.0,137.0,1.0,0.0,0.0,1.0,0.0,1.0,22.0,0.0,0.0,6.0,9.0,6.0,13.875,0.0,0.0,6.0,6.0,6.0,14.333333333333334,0.0,9.4,-0.8,-3.12
7070,1.0,17.0,3.0,9500.0,1.0,1.0,137.0,1.0,19.0,37.0,not known,7.0,126.7,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,,7.0,13.714285714285714,0.0,0.0,unidentified,11.0,8.0,14.863636363636363,0.0,16.2,0.3,-0.92
9051,2.0,39.0,1.0,9991.0,0.0,1.0,170.0,1.0,37.0,19.0,9.0,3.0,151.1,0.0,0.0,0.0,1.0,1.0,0.0,48.0,0.0,0.0,5.0,9.0,5.0,12.285714285714286,0.0,0.0,5.0,8.0,5.0,11.125,0.0,16.2,0.3,-0.92
9183,1.0,43.0,1.0,9130.0,1.0,,120.0,1.0,2.0,3.0,3.0,2.0,120.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,unidentified,6.0,0.0,0.0,2.0,10.8,1.4,1.74
8266,5.0,7.0,1.0,9130.0,1.0,3.0,160.0,1.0,19.0,38.0,9.0,6.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,5.0,8.0,3.0,14.666666666666666,2.0,0.0,5.0,7.0,2.0,13.0,2.0,10.8,1.4,1.74
7898,2.0,,1.0,9254.0,1.0,19.0,133.1,1.0,34.0,34.0,0.0,0.0,120.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,9.4,-0.8,-3.12
5724,1.0,1.0,2.0,9773.0,1.0,1.0,133.0,1.0,3.0,1.0,2.0,4.0,130.2,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,9.0,5.0,12.6,0.0,6.0,10.0,16.0,8.0,11.0,1.0,8.9,1.4,3.51
3598,1.0,1.0,3.0,9773.0,1.0,1.0,135.0,1.0,1.0,1.0,3.0,5.0,130.1,1.0,0.0,not recorded,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,0.0,6.0,7.0,6.0,13.0,0.0,15.5,2.8,-4.06
1514,1.0,18.0,4.0,9085.0,1.0,1.0,170.0,1.0,1.0,1.0,4.0,5.0,166.6,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,2.0,5.0,8.0,5.0,14.4,1.0,0.0,5.0,6.0,5.0,14.0,0.0,12.7,3.7,-1.7
3937,1.0,1.0,,9773.0,1.0,1.0,156.0,1.0,19.0,1.0,5.0,10.0,136.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,14.0,0.0,0.0,6.0,6.0,6.0,13.5,0.0,11.1,,2.02
8790,1.0,39.0,1.0,not recorded,1.0,19.0,133.1,1.0,37.0,37.0,9.0,4.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,0.0,0.0,6.0,11.0,3.0,11.333333333333334,0.0,0.0,6.0,10.0,3.0,14.75,0.0,16.2,0.3,-0.92
8791,1.0,18.0,5.0,9853.0,1.0,1.0,110.0,1.0,19.0,37.0,7.0,7.0,110.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,10.0,4.0,12.75,0.0,0.0,6.0,14.0,3.0,11.333333333333334,0.0,10.8,1.4,1.74
8546,1.0,18.0,2.0,9147.0,1.0,1.0,102.0,1.0,37.0,38.0,191.0,143.0,101.7,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,5.0,6.0,5.0,11.8,0.0,0.0,5.0,6.0,5.0,11.6,0.0,8.9,1.4,3.51
1262,1.0,44.0,1.0,9003.0,1.0,39.0,150.0,1.0,4.0,5.0,4.0,2.0,150.0,0.0,0.0,0.0,1.0,,0.0,21.0,0.0,0.0,unidentified,15.0,5.0,11.857142857142858,0.0,unidentified,6.0,17.0,unidentified,10.571428571428571,0.0,16.2,0.3,-0.92
2175,1.0,39.0,1.0,9085.0,1.0,,133.1,1.0,37.0,37.0,9.0,9.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,,not recorded,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.1,0.6,2.02
5764,1.0,17.0,1.0,9853.0,1.0,1.0,141.0,1.0,19.0,19.0,9.0,8.0,142.8,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,7.0,14.428571428571429,0.0,0.0,7.0,7.0,7.0,14.142857142857142,0.0,16.2,0.3,-0.92
8977,1.0,17.0,6.0,9773.0,1.0,1.0,138.0,1.0,1.0,1.0,4.0,2.0,140.5,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,,7.0,6.0,13.0,0.0,0.0,6.0,,6.0,13.714285714285714,0.0,7.6,2.6,0.32
1676,1.0,39.0,1.0,9991.0,0.0,1.0,110.0,1.0,37.0,37.0,9.0,9.0,134.3,0.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,12.0,0.0,10.8,1.4,1.74
1710,1.0,1.0,1.0,9853.0,1.0,1.0,146.0,1.0,19.0,38.0,9.0,3.0,145.3,1.0,0.0,0.0,1.0,,1.0,18.0,0.0,0.0,6.0,8.0,5.0,12.8,0.0,0.0,6.0,7.0,5.0,13.4,0.0,9.4,-0.8,-3.12
4878,1.0,1.0,4.0,9500.0,1.0,1.0,137.0,1.0,,38.0,9.0,3.0,125.0,1.0,0.0,0.0,,0.0,0.0,19.0,0.0,0.0,7.0,7.0,6.0,14.616666666666667,0.0,0.0,7.0,7.0,6.0,14.616666666666667,0.0,7.6,2.6,0.32
1409,1.0,39.0,not recorded,9003.0,1.0,1.0,133.1,1.0,19.0,19.0,9.0,9.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,,0.0,11.1,0.6,2.02
8724,1.0,1.0,,9130.0,1.0,1.0,130.0,1.0,,19.0,4.0,8.0,,1.0,,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,14.666666666666666,0.0,0.0,6.0,8.0,6.0,13.666666666666666,0.0,12.4,0.5,1.79
6558,1.0,51.0,1.0,9070.0,1.0,1.0,130.0,1.0,19.0,19.0,5.0,7.0,124.5,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,5.0,11.0,11.0,11.0,13.818181818181818,0.0,5.0,11.0,11.0,11.0,13.454545454545457,0.0,11.1,0.6,2.02
1590,1.0,43.0,1.0,9070.0,1.0,1.0,125.0,,38.0,37.0,8.0,7.0,131.7,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,3.0,6.0,6.0,4.0,12.75,0.0,3.0,9.0,12.0,3.0,12.666666666666666,0.0,12.4,0.5,1.79
2468,1.0,17.0,1.0,9254.0,1.0,1.0,125.0,1.0,1.0,1.0,3.0,3.0,114.5,0.0,0.0,0.0,,1.0,1.0,22.0,0.0,0.0,6.0,8.0,not known,13.625,0.0,0.0,6.0,8.0,6.0,14.428571428571429,0.0,11.1,0.6,not recorded
1162,1.0,42.0,1.0,,1.0,1.0,130.0,1.0,34.0,34.0,99.0,99.0,109.8,1.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,7.6,2.6,0.32
5473,1.0,39.0,1.0,9254.0,1.0,1.0,133.1,1.0,,1.0,9.0,6.0,105.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,6.0,14.0,6.0,11.285714285714286,0.0,0.0,6.0,16.0,3.0,10.333333333333334,0.0,8.9,1.4,3.51
6193,1.0,18.0,3.0,9070.0,1.0,1.0,142.0,1.0,1.0,37.0,4.0,7.0,,1.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,unidentified,3.7,-1.7
6017,1.0,17.0,2.0,9853.0,1.0,1.0,126.0,1.0,1.0,19.0,2.0,10.0,126.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,9.0,5.0,13.0,0.0,0.0,6.0,8.0,5.0,,0.0,7.6,2.6,0.32
7490,1.0,1.0,1.0,9238.0,1.0,1.0,133.1,1.0,19.0,37.0,0.0,0.0,137.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,10.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32
9199,1.0,17.0,2.0,9238.0,1.0,1.0,115.0,1.0,19.0,38.0,7.0,8.0,116.4,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,9.0,6.0,11.375,0.0,0.0,6.0,9.0,6.0,13.285714285714286,0.0,,0.3,-0.92
1235,1.0,39.0,1.0,9070.0,1.0,1.0,110.0,1.0,37.0,37.0,7.0,7.0,110.2,0.0,0.0,0.0,1.0,1.0,,55.0,0.0,0.0,6.0,6.0,6.0,14.5,0.0,0.0,6.0,6.0,6.0,13.5,0.0,11.1,0.6,2.02
8235,1.0,17.0,1.0,9500.0,1.0,1.0,127.0,not known,19.0,38.0,5.0,9.0,129.5,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,7.0,7.0,6.0,12.333333333333334,0.0,0.0,7.0,7.0,6.0,12.333333333333334,0.0,7.6,2.6,0.32
6591,1.0,,1.0,8014.0,0.0,1.0,123.0,1.0,34.0,37.0,9.0,90.0,121.3,1.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,7.6,,0.32
1408,unidentified,1.0,1.0,,1.0,1.0,107.0,1.0,2.0,12.0,3.0,10.0,104.2,1.0,0.0,0.0,1.0,0.0,0.0,not known,0.0,0.0,,6.0,6.0,12.166666666666666,0.0,0.0,6.0,7.0,6.0,12.142857142857142,0.0,11.1,0.6,2.02
9885,1.0,not known,1.0,9500.0,1.0,1.0,154.0,1.0,1.0,1.0,5.0,3.0,144.9,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,7.0,not known,7.0,15.957142857142856,0.0,0.0,8.0,9.0,8.0,15.188888888888888,0.0,16.2,0.3,-0.92
5018,1.0,1.0,1.0,9500.0,1.0,1.0,138.0,1.0,1.0,1.0,not recorded,4.0,132.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,,8.0,7.0,14.115714285714288,0.0,0.0,8.0,8.0,7.0,14.115714285714288,0.0,10.8,1.4,1.74
6671,1.0,1.0,1.0,9238.0,1.0,not recorded,138.0,1.0,1.0,19.0,4.0,7.0,123.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,6.0,9.0,5.0,11.4,0.0,0.0,6.0,14.0,2.0,13.5,0.0,8.9,1.4,3.51
2796,2.0,39.0,1.0,9991.0,0.0,1.0,110.0,1.0,37.0,37.0,1.0,4.0,120.0,1.0,0.0,0.0,0.0,1.0,0.0,40.0,0.0,0.0,5.0,10.0,2.0,10.5,0.0,0.0,5.0,5.0,3.0,10.666666666666666,0.0,9.4,-0.8,-3.12
1238,1.0,17.0,1.0,9670.0,1.0,1.0,155.0,1.0,1.0,19.0,4.0,8.0,134.7,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,8.0,,13.4,0.0,not recorded,6.0,10.0,4.0,13.0,0.0,12.7,3.7,-1.7
4121,1.0,39.0,1.0,9003.0,1.0,1.0,not recorded,1.0,38.0,38.0,4.0,7.0,115.6,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,15.5,2.8,-4.06
2890,1.0,1.0,1.0,171.0,1.0,1.0,159.0,not recorded,3.0,1.0,4.0,4.0,162.2,1.0,0.0,1.0,,0.0,0.0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,unidentified,1.79
4358,1.0,1.0,1.0,9147.0,1.0,1.0,150.0,103.0,37.0,37.0,,9.0,134.6,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,,5.0,5.0,13.6,0.0,0.0,5.0,7.0,5.0,13.0,0.0,9.4,-0.8,-3.12
4896,1.0,,1.0,9991.0,0.0,1.0,140.0,1.0,37.0,37.0,9.0,5.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,unidentified,0.0,0.0,15.5,2.8,-4.06
4735,1.0,18.0,1.0,9500.0,1.0,1.0,144.0,1.0,37.0,,6.0,6.0,127.5,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,13.542857142857144,0.0,not known,8.0,8.0,7.0,13.542857142857144,0.0,12.7,3.7,-1.7
1047,1.0,1.0,1.0,9773.0,1.0,1.0,117.0,1.0,1.0,37.0,5.0,9.0,118.4,0.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,6.0,8.0,6.0,11.833333333333334,0.0,0.0,6.0,11.0,3.0,13.0,0.0,15.5,2.8,-4.06
7430,1.0,39.0,2.0,9556.0,1.0,19.0,133.1,1.0,37.0,37.0,3.0,7.0,117.8,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,7.0,10.0,6.0,11.416666666666666,0.0,0.0,8.0,9.0,8.0,11.9625,0.0,13.9,-0.3,0.79
8527,1.0,1.0,2.0,9500.0,1.0,1.0,145.0,1.0,37.0,1.0,9.0,4.0,138.8,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,7.0,6.0,12.95,0.0,0.0,7.0,7.0,6.0,12.95,0.0,7.6,2.6,0.32
